Concept_ID,Concept,Sentence_Nr,Sentence_Screen,Concept_Word,Word_Start,Word_End,Screen_Img,Noise_Img
32,Dance,3,Juggling dance and gymnastics was hard.,dance,9,14,stimuli/sentence_images/dance/sentence3.jpg,stimuli/noise_images/dance/noise3.jpg
32,Dance,4,Irish folk dance requires fast footwork.,dance,11,16,stimuli/sentence_images/dance/sentence4.jpg,stimuli/noise_images/dance/noise4.jpg
32,Dance,5,He is found dancing the dance all the time.,dance,24,29,stimuli/sentence_images/dance/sentence5.jpg,stimuli/noise_images/dance/noise5.jpg
32,Dance,6,Walking the dance helped him learn it.,dance,12,17,stimuli/sentence_images/dance/sentence6.jpg,stimuli/noise_images/dance/noise6.jpg
33,Magic,1,The spell proved magic exists.,magic,17,22,stimuli/sentence_images/magic/sentence1.jpg,stimuli/noise_images/magic/noise1.jpg
33,Magic,2,He doesn't believe in magic or witchcraft.,magic,22,27,stimuli/sentence_images/magic/sentence2.jpg,stimuli/noise_images/magic/noise2.jpg
33,Magic,3,They psychic performed magic tricks.,magic,23,28,stimuli/sentence_images/magic/sentence3.jpg,stimuli/noise_images/magic/noise3.jpg
33,Magic,4,Tarot cards are make-believe magic.,magic,29,34,stimuli/sentence_images/magic/sentence4.jpg,stimuli/noise_images/magic/noise4.jpg
33,Magic,5,The mythical story made magic seem real.,magic,24,29,stimuli/sentence_images/magic/sentence5.jpg,stimuli/noise_images/magic/noise5.jpg
33,Magic,6,The magician cast his magic on her.,magic,22,27,stimuli/sentence_images/magic/sentence6.jpg,stimuli/noise_images/magic/noise6.jpg
34,Invisible,1,The ghost was invisible.,invisible,14,23,stimuli/sentence_images/invisible/sentence1.jpg,stimuli/noise_images/invisible/noise1.jpg
34,Invisible,2,The girl felt insignificant and invisible.,invisible,32,41,stimuli/sentence_images/invisible/sentence2.jpg,stimuli/noise_images/invisible/noise2.jpg
34,Invisible,3,The web is almost invisible to the naked eye.,invisible,18,27,stimuli/sentence_images/invisible/sentence3.jpg,stimuli/noise_images/invisible/noise3.jpg
34,Invisible,4,The wind is invisible and odorless.,invisible,12,21,stimuli/sentence_images/invisible/sentence4.jpg,stimuli/noise_images/invisible/noise4.jpg
34,Invisible,5,It's inexplicable how the boy became invisible.,invisible,37,46,stimuli/sentence_images/invisible/sentence5.jpg,stimuli/noise_images/invisible/noise5.jpg
34,Invisible,6,She was virtually invisible in the dark.,invisible,18,27,stimuli/sentence_images/invisible/sentence6.jpg,stimuli/noise_images/invisible/noise6.jpg
35,Charming,1,The ambitious salesman was quite charming.,charming,33,41,stimuli/sentence_images/charming/sentence1.jpg,stimuli/noise_images/charming/noise1.jpg
35,Charming,2,Her loveable laugh was charming.,charming,23,31,stimuli/sentence_images/charming/sentence2.jpg,stimuli/noise_images/charming/noise2.jpg
35,Charming,3,His charming smile was beguiling.,charming,4,12,stimuli/sentence_images/charming/sentence3.jpg,stimuli/noise_images/charming/noise3.jpg
35,Charming,4,The speaker's charismatic nature is charming.,charming,36,44,stimuli/sentence_images/charming/sentence4.jpg,stimuli/noise_images/charming/noise4.jpg
35,Charming,5,The toddler's mischievousness toddler is charming.,charming,41,49,stimuli/sentence_images/charming/sentence5.jpg,stimuli/noise_images/charming/noise5.jpg
35,Charming,6,The charming proposal was gutsy.,charming,4,12,stimuli/sentence_images/charming/sentence6.jpg,stimuli/noise_images/charming/noise6.jpg
36,Emotionally,1,He felt emotionally and mentally secure.,emotionally,8,19,stimuli/sentence_images/emotionally/sentence1.jpg,stimuli/noise_images/emotionally/noise1.jpg
36,Emotionally,2,"Morally and emotionally, it is difficult.",emotionally,12,23,stimuli/sentence_images/emotionally/sentence2.jpg,stimuli/noise_images/emotionally/noise2.jpg
36,Emotionally,3,"Objectively, he gets her emotionally.",emotionally,25,36,stimuli/sentence_images/emotionally/sentence3.jpg,stimuli/noise_images/emotionally/noise3.jpg
36,Emotionally,4,An unsound choice destroyed her emotionally.,emotionally,32,43,stimuli/sentence_images/emotionally/sentence4.jpg,stimuli/noise_images/emotionally/noise4.jpg
36,Emotionally,5,The family solidly pumps him up emotionally.,emotionally,32,43,stimuli/sentence_images/emotionally/sentence5.jpg,stimuli/noise_images/emotionally/noise5.jpg
36,Emotionally,6,The kid is successful and emotionally in tune.,emotionally,26,37,stimuli/sentence_images/emotionally/sentence6.jpg,stimuli/noise_images/emotionally/noise6.jpg
37,Cockroach,1,The pest control killed the cockroach.,cockroach,28,37,stimuli/sentence_images/cockroach/sentence1.jpg,stimuli/noise_images/cockroach/noise1.jpg
37,Cockroach,2,The cockroach fed off the mold.,cockroach,4,13,stimuli/sentence_images/cockroach/sentence2.jpg,stimuli/noise_images/cockroach/noise2.jpg
37,Cockroach,3,The cockroach ate the ant.,cockroach,4,13,stimuli/sentence_images/cockroach/sentence3.jpg,stimuli/noise_images/cockroach/noise3.jpg
37,Cockroach,4,The grasshopper and the cockroach are friends.,cockroach,24,33,stimuli/sentence_images/cockroach/sentence4.jpg,stimuli/noise_images/cockroach/noise4.jpg
37,Cockroach,5,The cockroach infestation overwhelmed her.,cockroach,4,13,stimuli/sentence_images/cockroach/sentence5.jpg,stimuli/noise_images/cockroach/noise5.jpg
37,Cockroach,6,The pesky cockroach managed to survive.,cockroach,10,19,stimuli/sentence_images/cockroach/sentence6.jpg,stimuli/noise_images/cockroach/noise6.jpg
38,Sew,1,You need an eye for detail to sew.,sew,30,33,stimuli/sentence_images/sew/sentence1.jpg,stimuli/noise_images/sew/noise1.jpg
38,Sew,2,The pattern was too hard to sew by hand.,sew,28,31,stimuli/sentence_images/sew/sentence2.jpg,stimuli/noise_images/sew/noise2.jpg
38,Sew,3,He is quite crafty and likes to sew.,sew,32,35,stimuli/sentence_images/sew/sentence3.jpg,stimuli/noise_images/sew/noise3.jpg
38,Sew,4,She forgot to sew the last stitch.,sew,14,17,stimuli/sentence_images/sew/sentence4.jpg,stimuli/noise_images/sew/noise4.jpg
38,Sew,5,He chose woodcarving over learning to sew.,sew,38,41,stimuli/sentence_images/sew/sentence5.jpg,stimuli/noise_images/sew/noise5.jpg
38,Sew,6,The artisan can sew the most beautiful gowns.,sew,16,19,stimuli/sentence_images/sew/sentence6.jpg,stimuli/noise_images/sew/noise6.jpg
39,Sad,1,The reminder of her sad past hurt her.,sad,20,23,stimuli/sentence_images/sad/sentence1.jpg,stimuli/noise_images/sad/noise1.jpg
39,Sad,2,The future could be happy or sad for her.,sad,29,32,stimuli/sentence_images/sad/sentence2.jpg,stimuli/noise_images/sad/noise2.jpg
39,Sad,3,The perplexing situation made him sad.,sad,34,37,stimuli/sentence_images/sad/sentence3.jpg,stimuli/noise_images/sad/noise3.jpg
39,Sad,4,It was upsetting how sad she was.,sad,21,24,stimuli/sentence_images/sad/sentence4.jpg,stimuli/noise_images/sad/noise4.jpg
39,Sad,5,The depressing movie made everyone sad.,sad,35,38,stimuli/sentence_images/sad/sentence5.jpg,stimuli/noise_images/sad/noise5.jpg
39,Sad,6,The moment was noteworthy yet sad.,sad,30,33,stimuli/sentence_images/sad/sentence6.jpg,stimuli/noise_images/sad/noise6.jpg
40,Star,1,The star looked like an incoming meteor.,star,4,8,stimuli/sentence_images/star/sentence1.jpg,stimuli/noise_images/star/noise1.jpg
40,Star,2,The star is light years away from Earth.,star,4,8,stimuli/sentence_images/star/sentence2.jpg,stimuli/noise_images/star/noise2.jpg
40,Star,3,Her star sign is Gemini.,star,4,8,stimuli/sentence_images/star/sentence3.jpg,stimuli/noise_images/star/noise3.jpg
40,Star,4,The microcosmic star still shines bright.,star,16,20,stimuli/sentence_images/star/sentence4.jpg,stimuli/noise_images/star/noise4.jpg
40,Star,5,The spaceflight uncovered a new star.,star,32,36,stimuli/sentence_images/star/sentence5.jpg,stimuli/noise_images/star/noise5.jpg
40,Star,6,She likes that Capricorn is her star sign.,star,32,36,stimuli/sentence_images/star/sentence6.jpg,stimuli/noise_images/star/noise6.jpg
41,Angry,1,He was both angry and frightened.,angry,12,17,stimuli/sentence_images/angry/sentence1.jpg,stimuli/noise_images/angry/noise1.jpg
41,Angry,2,He panicked at how angry his boss was.,angry,19,24,stimuli/sentence_images/angry/sentence2.jpg,stimuli/noise_images/angry/noise2.jpg
41,Angry,3,She's angry because I offended her.,angry,6,11,stimuli/sentence_images/angry/sentence3.jpg,stimuli/noise_images/angry/noise3.jpg
41,Angry,4,I am displeased with how angry he was.,angry,25,30,stimuli/sentence_images/angry/sentence4.jpg,stimuli/noise_images/angry/noise4.jpg
41,Angry,5,"Dissatisfied and angry, he began to sulk.",angry,17,22,stimuli/sentence_images/angry/sentence5.jpg,stimuli/noise_images/angry/noise5.jpg
41,Angry,6,"Flabbergasted at her results, she got angry.",angry,38,43,stimuli/sentence_images/angry/sentence6.jpg,stimuli/noise_images/angry/noise6.jpg
42,Experiment,1,This experiment aims to study human behavior.,experiment,5,15,stimuli/sentence_images/experiment/sentence1.jpg,stimuli/noise_images/experiment/noise1.jpg
42,Experiment,2,The experiment is diagnostic of psychosis.,experiment,4,14,stimuli/sentence_images/experiment/sentence2.jpg,stimuli/noise_images/experiment/noise2.jpg
42,Experiment,3,The experiment asks for a blood sample.,experiment,4,14,stimuli/sentence_images/experiment/sentence3.jpg,stimuli/noise_images/experiment/noise3.jpg
42,Experiment,4,Debrief the participants in the experiment.,experiment,32,42,stimuli/sentence_images/experiment/sentence4.jpg,stimuli/noise_images/experiment/noise4.jpg
42,Experiment,5,A recent experiment led to a new observation.,experiment,9,19,stimuli/sentence_images/experiment/sentence5.jpg,stimuli/noise_images/experiment/noise5.jpg
42,Experiment,6,The experiment is built on initial expectations.,experiment,4,14,stimuli/sentence_images/experiment/sentence6.jpg,stimuli/noise_images/experiment/noise6.jpg
43,Mountain,1,The trail ends halfway up the mountain.,mountain,30,38,stimuli/sentence_images/mountain/sentence1.jpg,stimuli/noise_images/mountain/noise1.jpg
43,Mountain,2,I wanted to ski down the mountain faster.,mountain,25,33,stimuli/sentence_images/mountain/sentence2.jpg,stimuli/noise_images/mountain/noise2.jpg
43,Mountain,3,The glacier is at the mountain top.,mountain,22,30,stimuli/sentence_images/mountain/sentence3.jpg,stimuli/noise_images/mountain/noise3.jpg
43,Mountain,4,A snowboarder got stuck on the mountain.,mountain,31,39,stimuli/sentence_images/mountain/sentence4.jpg,stimuli/noise_images/mountain/noise4.jpg
43,Mountain,5,The mountain had a beautiful summit.,mountain,4,12,stimuli/sentence_images/mountain/sentence5.jpg,stimuli/noise_images/mountain/noise5.jpg
43,Mountain,6,The mountain had a steep slope.,mountain,4,12,stimuli/sentence_images/mountain/sentence6.jpg,stimuli/noise_images/mountain/noise6.jpg
44,Pig,1,The pig and cattle do not get along well.,pig,4,7,stimuli/sentence_images/pig/sentence1.jpg,stimuli/noise_images/pig/noise1.jpg
44,Pig,2,The horse shared its food with the pig.,pig,35,38,stimuli/sentence_images/pig/sentence2.jpg,stimuli/noise_images/pig/noise2.jpg
44,Pig,3,The whinny frightened the pig.,pig,26,29,stimuli/sentence_images/pig/sentence3.jpg,stimuli/noise_images/pig/noise3.jpg
44,Pig,4,The pig got stuck in the lasso.,pig,4,7,stimuli/sentence_images/pig/sentence4.jpg,stimuli/noise_images/pig/noise4.jpg
44,Pig,5,The pig was sprawled in the hay.,pig,4,7,stimuli/sentence_images/pig/sentence5.jpg,stimuli/noise_images/pig/noise5.jpg
44,Pig,6,The bigger pig was a stud.,pig,11,14,stimuli/sentence_images/pig/sentence6.jpg,stimuli/noise_images/pig/noise6.jpg
45,Nation,1,The revolution restructured the nation.,nation,32,38,stimuli/sentence_images/nation/sentence1.jpg,stimuli/noise_images/nation/noise1.jpg
45,Nation,2,Colonialism shaped the nation in no time.,nation,23,29,stimuli/sentence_images/nation/sentence2.jpg,stimuli/noise_images/nation/noise2.jpg
45,Nation,3,Impoverishment left the nation crumbling.,nation,24,30,stimuli/sentence_images/nation/sentence3.jpg,stimuli/noise_images/nation/noise3.jpg
45,Nation,4,Migration changed the population of the nation.,nation,40,46,stimuli/sentence_images/nation/sentence4.jpg,stimuli/noise_images/nation/noise4.jpg
45,Nation,5,Globalization impacts some nations more.,nations,27,34,stimuli/sentence_images/nation/sentence5.jpg,stimuli/noise_images/nation/noise5.jpg
45,Nation,6,The rebellion rocked the small nation.,nation,31,37,stimuli/sentence_images/nation/sentence6.jpg,stimuli/noise_images/nation/noise6.jpg
46,Shape,1,A two dimensional shape is flat.,shape,18,23,stimuli/sentence_images/shape/sentence1.jpg,stimuli/noise_images/shape/noise1.jpg
46,Shape,2,A circle is an elementary shape.,shape,26,31,stimuli/sentence_images/shape/sentence2.jpg,stimuli/noise_images/shape/noise2.jpg
46,Shape,3,The pyramid is a three-dimensional shape.,shape,35,40,stimuli/sentence_images/shape/sentence3.jpg,stimuli/noise_images/shape/noise3.jpg
46,Shape,4,Her body has the shape of an hourglass.,shape,17,22,stimuli/sentence_images/shape/sentence4.jpg,stimuli/noise_images/shape/noise4.jpg
46,Shape,5,A typical cloud's shape is irregular.,shape,18,23,stimuli/sentence_images/shape/sentence5.jpg,stimuli/noise_images/shape/noise5.jpg
46,Shape,6,The set dimensions created an odd shape.,shape,34,39,stimuli/sentence_images/shape/sentence6.jpg,stimuli/noise_images/shape/noise6.jpg
47,Burn,1,The fire would burn slowly.,burn,15,19,stimuli/sentence_images/burn/sentence1.jpg,stimuli/noise_images/burn/noise1.jpg
47,Burn,2,The cigarette could burn her skin.,burn,20,24,stimuli/sentence_images/burn/sentence2.jpg,stimuli/noise_images/burn/noise2.jpg
47,Burn,3,A blowtorch will burn all night.,burn,17,21,stimuli/sentence_images/burn/sentence3.jpg,stimuli/noise_images/burn/noise3.jpg
47,Burn,4,The inflammable jacket will never burn.,burn,34,38,stimuli/sentence_images/burn/sentence4.jpg,stimuli/noise_images/burn/noise4.jpg
47,Burn,5,The heat of the stove can burn you.,burn,26,30,stimuli/sentence_images/burn/sentence5.jpg,stimuli/noise_images/burn/noise5.jpg
47,Burn,6,The flashbulb may burn the curtain.,burn,18,22,stimuli/sentence_images/burn/sentence6.jpg,stimuli/noise_images/burn/noise6.jpg
48,Solution,1,The best solution has the least loopholes.,solution,9,17,stimuli/sentence_images/solution/sentence1.jpg,stimuli/noise_images/solution/noise1.jpg
48,Solution,2,The perfect solution isn't always simple.,solution,12,20,stimuli/sentence_images/solution/sentence2.jpg,stimuli/noise_images/solution/noise2.jpg
48,Solution,3,A discrete ending to the affair is his solution.,solution,39,47,stimuli/sentence_images/solution/sentence3.jpg,stimuli/noise_images/solution/noise3.jpg
48,Solution,4,The solution is straightforward and effective.,solution,4,12,stimuli/sentence_images/solution/sentence4.jpg,stimuli/noise_images/solution/noise4.jpg
48,Solution,5,Find a viable solution for global warming.,solution,14,22,stimuli/sentence_images/solution/sentence5.jpg,stimuli/noise_images/solution/noise5.jpg
48,Solution,6,Her solution is affordable for all parties.,solution,4,12,stimuli/sentence_images/solution/sentence6.jpg,stimuli/noise_images/solution/noise6.jpg
49,Big,1,He wants to be a big fish in a small pond.,big,17,20,stimuli/sentence_images/big/sentence1.jpg,stimuli/noise_images/big/noise1.jpg
49,Big,2,"While he isn't obese, he is quite big.",big,34,37,stimuli/sentence_images/big/sentence2.jpg,stimuli/noise_images/big/noise2.jpg
49,Big,3,Cutting down the big tree is substantial.,big,17,20,stimuli/sentence_images/big/sentence3.jpg,stimuli/noise_images/big/noise3.jpg
49,Big,4,His big feet are disproportionate.,big,4,7,stimuli/sentence_images/big/sentence4.jpg,stimuli/noise_images/big/noise4.jpg
49,Big,5,There big selection is just a hodgepodge.,big,6,9,stimuli/sentence_images/big/sentence5.jpg,stimuli/noise_images/big/noise5.jpg
49,Big,6,A bucketful of big strawberries awaits them.,big,15,18,stimuli/sentence_images/big/sentence6.jpg,stimuli/noise_images/big/noise6.jpg
50,Hair,1,His blond hair looks good with blue.,hair,10,14,stimuli/sentence_images/hair/sentence1.jpg,stimuli/noise_images/hair/noise1.jpg
50,Hair,2,His moustache hair is a strange color.,hair,14,18,stimuli/sentence_images/hair/sentence2.jpg,stimuli/noise_images/hair/noise2.jpg
50,Hair,3,Her hair is droopy in the heat.,hair,4,8,stimuli/sentence_images/hair/sentence3.jpg,stimuli/noise_images/hair/noise3.jpg
50,Hair,4,The model's hair was voluminous.,hair,12,16,stimuli/sentence_images/hair/sentence4.jpg,stimuli/noise_images/hair/noise4.jpg
50,Hair,5,Don't straighten your hair if you want to keep it.,hair,22,26,stimuli/sentence_images/hair/sentence5.jpg,stimuli/noise_images/hair/noise5.jpg
50,Hair,6,The cat's whiskers felt like human hair.,hair,35,39,stimuli/sentence_images/hair/sentence6.jpg,stimuli/noise_images/hair/noise6.jpg
51,Investigation,1,The criminal is under investigation again.,investigation,22,35,stimuli/sentence_images/investigation/sentence1.jpg,stimuli/noise_images/investigation/noise1.jpg
51,Investigation,2,An investigation can produce a charge.,investigation,3,16,stimuli/sentence_images/investigation/sentence2.jpg,stimuli/noise_images/investigation/noise2.jpg
51,Investigation,3,The investigation is led with suspicion.,investigation,4,17,stimuli/sentence_images/investigation/sentence3.jpg,stimuli/noise_images/investigation/noise3.jpg
51,Investigation,4,The investigation was unlawful.,investigation,4,17,stimuli/sentence_images/investigation/sentence4.jpg,stimuli/noise_images/investigation/noise4.jpg
51,Investigation,5,The burglary didn't lead to an investigation.,investigation,31,44,stimuli/sentence_images/investigation/sentence5.jpg,stimuli/noise_images/investigation/noise5.jpg
51,Investigation,6,The investigation uncovered a scandal.,investigation,4,17,stimuli/sentence_images/investigation/sentence6.jpg,stimuli/noise_images/investigation/noise6.jpg
52,Tried,1,He tried again later.,tried,3,8,stimuli/sentence_images/tried/sentence1.jpg,stimuli/noise_images/tried/noise1.jpg
52,Tried,2,Soon afterwards she tried to call him.,tried,20,25,stimuli/sentence_images/tried/sentence2.jpg,stimuli/noise_images/tried/noise2.jpg
52,Tried,3,He tried to move the date to later.,tried,3,8,stimuli/sentence_images/tried/sentence3.jpg,stimuli/noise_images/tried/noise3.jpg
52,Tried,4,He tried to close the door forcibly.,tried,3,8,stimuli/sentence_images/tried/sentence4.jpg,stimuli/noise_images/tried/noise4.jpg
52,Tried,5,She hurriedly tried to run after the cat.,tried,14,19,stimuli/sentence_images/tried/sentence5.jpg,stimuli/noise_images/tried/noise5.jpg
52,Tried,6,He abandoned the endeavor when she tried.,tried,35,40,stimuli/sentence_images/tried/sentence6.jpg,stimuli/noise_images/tried/noise6.jpg
53,Dig,1,He can dig and discover all he wants.,dig,7,10,stimuli/sentence_images/dig/sentence1.jpg,stimuli/noise_images/dig/noise1.jpg
53,Dig,2,The erosion made it difficult to dig.,dig,33,36,stimuli/sentence_images/dig/sentence2.jpg,stimuli/noise_images/dig/noise2.jpg
53,Dig,3,He didn't want to dig in the excavation.,dig,18,21,stimuli/sentence_images/dig/sentence3.jpg,stimuli/noise_images/dig/noise3.jpg
53,Dig,4,They want to dig for another fossil.,dig,13,16,stimuli/sentence_images/dig/sentence4.jpg,stimuli/noise_images/dig/noise4.jpg
53,Dig,5,You can dig a ditch in a few hours.,dig,8,11,stimuli/sentence_images/dig/sentence5.jpg,stimuli/noise_images/dig/noise5.jpg
53,Dig,6,He didn't want to dig underground.,dig,18,21,stimuli/sentence_images/dig/sentence6.jpg,stimuli/noise_images/dig/noise6.jpg
54,Gun,1,A gun is a kind of weapon.,gun,2,5,stimuli/sentence_images/gun/sentence1.jpg,stimuli/noise_images/gun/noise1.jpg
54,Gun,2,Firing a gun can kill someone.,gun,9,12,stimuli/sentence_images/gun/sentence2.jpg,stimuli/noise_images/gun/noise2.jpg
54,Gun,3,The gun had one bullet left.,gun,4,7,stimuli/sentence_images/gun/sentence3.jpg,stimuli/noise_images/gun/noise3.jpg
54,Gun,4,The shooter threw away his gun.,gun,27,30,stimuli/sentence_images/gun/sentence4.jpg,stimuli/noise_images/gun/noise4.jpg
54,Gun,5,He aimed the gun at the target.,gun,13,16,stimuli/sentence_images/gun/sentence5.jpg,stimuli/noise_images/gun/noise5.jpg
54,Gun,6,The blast from the gun was loud.,gun,19,22,stimuli/sentence_images/gun/sentence6.jpg,stimuli/noise_images/gun/noise6.jpg
55,Argument,1,The new evidence helped his argument.,argument,28,36,stimuli/sentence_images/argument/sentence1.jpg,stimuli/noise_images/argument/noise1.jpg
55,Argument,2,I will confirm the more valid argument.,argument,30,38,stimuli/sentence_images/argument/sentence2.jpg,stimuli/noise_images/argument/noise2.jpg
55,Argument,3,The first argument has a better explanation.,argument,10,18,stimuli/sentence_images/argument/sentence3.jpg,stimuli/noise_images/argument/noise3.jpg
55,Argument,4,This argument has no conclusion.,argument,5,13,stimuli/sentence_images/argument/sentence4.jpg,stimuli/noise_images/argument/noise4.jpg
55,Argument,5,The statement supports the other argument.,argument,33,41,stimuli/sentence_images/argument/sentence5.jpg,stimuli/noise_images/argument/noise5.jpg
55,Argument,6,There's no truth to this argument.,argument,25,33,stimuli/sentence_images/argument/sentence6.jpg,stimuli/noise_images/argument/noise6.jpg
56,Business,1,Banking and business make no sense to me.,business,12,20,stimuli/sentence_images/business/sentence1.jpg,stimuli/noise_images/business/noise1.jpg
56,Business,2,The company will improve its business sector.,business,29,37,stimuli/sentence_images/business/sentence2.jpg,stimuli/noise_images/business/noise2.jpg
56,Business,3,He wants to invest in a better business.,business,31,39,stimuli/sentence_images/business/sentence3.jpg,stimuli/noise_images/business/noise3.jpg
56,Business,4,Her business needed to take out a loan.,business,4,12,stimuli/sentence_images/business/sentence4.jpg,stimuli/noise_images/business/noise4.jpg
56,Business,5,The business will expand its physical property.,business,4,12,stimuli/sentence_images/business/sentence5.jpg,stimuli/noise_images/business/noise5.jpg
56,Business,6,The new business venture will make her rich.,business,8,16,stimuli/sentence_images/business/sentence6.jpg,stimuli/noise_images/business/noise6.jpg
57,Fish,1,He wanted to see the fish in the ocean.,fish,21,25,stimuli/sentence_images/fish/sentence1.jpg,stimuli/noise_images/fish/noise1.jpg
57,Fish,2,He plans to find sharks and other fish.,fish,34,38,stimuli/sentence_images/fish/sentence2.jpg,stimuli/noise_images/fish/noise2.jpg
57,Fish,3,He wants more fish after catching the carp.,fish,14,18,stimuli/sentence_images/fish/sentence3.jpg,stimuli/noise_images/fish/noise3.jpg
57,Fish,4,The gator eats fish like trout.,fish,15,19,stimuli/sentence_images/fish/sentence4.jpg,stimuli/noise_images/fish/noise4.jpg
57,Fish,5,The divers weren't there for the fish.,fish,33,37,stimuli/sentence_images/fish/sentence5.jpg,stimuli/noise_images/fish/noise5.jpg
57,Fish,6,You might see some fish when you surf.,fish,19,23,stimuli/sentence_images/fish/sentence6.jpg,stimuli/noise_images/fish/noise6.jpg
58,Wash,1,"To make the counter sterile, wash it.",wash,29,33,stimuli/sentence_images/wash/sentence1.jpg,stimuli/noise_images/wash/noise1.jpg
58,Wash,2,The dishwasher can wash all the dishes.,wash,19,23,stimuli/sentence_images/wash/sentence2.jpg,stimuli/noise_images/wash/noise2.jpg
58,Wash,3,He likes to wash himself with bar soap.,wash,12,16,stimuli/sentence_images/wash/sentence3.jpg,stimuli/noise_images/wash/noise3.jpg
58,Wash,4,She felt clean after she could wash herself.,wash,31,35,stimuli/sentence_images/wash/sentence4.jpg,stimuli/noise_images/wash/noise4.jpg
58,Wash,5,You have to wash your laundry beforehand.,wash,12,16,stimuli/sentence_images/wash/sentence5.jpg,stimuli/noise_images/wash/noise5.jpg
58,Wash,6,The maid was asked to wash the floor.,wash,22,26,stimuli/sentence_images/wash/sentence6.jpg,stimuli/noise_images/wash/noise6.jpg
59,Science,1,The facility is used for science research.,science,25,32,stimuli/sentence_images/science/sentence1.jpg,stimuli/noise_images/science/noise1.jpg
59,Science,2,The student studied many kinds of science.,science,34,41,stimuli/sentence_images/science/sentence2.jpg,stimuli/noise_images/science/noise2.jpg
59,Science,3,This applied science is very different.,science,13,20,stimuli/sentence_images/science/sentence3.jpg,stimuli/noise_images/science/noise3.jpg
59,Science,4,His dissertation is in material sciences.,sciences,32,40,stimuli/sentence_images/science/sentence4.jpg,stimuli/noise_images/science/noise4.jpg
59,Science,5,Economics is a kind of social science.,science,30,37,stimuli/sentence_images/science/sentence5.jpg,stimuli/noise_images/science/noise5.jpg
59,Science,6,The article is in a science journal.,science,20,27,stimuli/sentence_images/science/sentence6.jpg,stimuli/noise_images/science/noise6.jpg
60,Body,1,The man had a very athletic body.,body,28,32,stimuli/sentence_images/body/sentence1.jpg,stimuli/noise_images/body/noise1.jpg
60,Body,2,Her body was very skinny.,body,4,8,stimuli/sentence_images/body/sentence2.jpg,stimuli/noise_images/body/noise2.jpg
60,Body,3,She felt like her body was frumpy.,body,18,22,stimuli/sentence_images/body/sentence3.jpg,stimuli/noise_images/body/noise3.jpg
60,Body,4,The body of the dress is shapeless.,body,4,8,stimuli/sentence_images/body/sentence4.jpg,stimuli/noise_images/body/noise4.jpg
60,Body,5,The midsection of his body is well trained.,body,22,26,stimuli/sentence_images/body/sentence5.jpg,stimuli/noise_images/body/noise5.jpg
60,Body,6,The model's body is unimposing in reality.,body,12,16,stimuli/sentence_images/body/sentence6.jpg,stimuli/noise_images/body/noise6.jpg
61,Bear,1,"Watch out, that bear will chase you.",bear,16,20,stimuli/sentence_images/bear/sentence1.jpg,stimuli/noise_images/bear/noise1.jpg
61,Bear,2,The woodpecker was not afraid of the bear.,bear,37,41,stimuli/sentence_images/bear/sentence2.jpg,stimuli/noise_images/bear/noise2.jpg
61,Bear,3,The caribou and the bear smell one another.,bear,20,24,stimuli/sentence_images/bear/sentence3.jpg,stimuli/noise_images/bear/noise3.jpg
61,Bear,4,The bear found its next prey in the hare.,bear,4,8,stimuli/sentence_images/bear/sentence4.jpg,stimuli/noise_images/bear/noise4.jpg
61,Bear,5,The swan was not bothered by the bear.,bear,33,37,stimuli/sentence_images/bear/sentence5.jpg,stimuli/noise_images/bear/noise5.jpg
61,Bear,6,The bear ran from the rattlesnake.,bear,4,8,stimuli/sentence_images/bear/sentence6.jpg,stimuli/noise_images/bear/noise6.jpg
62,Ball,1,He hit the ball out of the field.,ball,11,15,stimuli/sentence_images/ball/sentence1.jpg,stimuli/noise_images/ball/noise1.jpg
62,Ball,2,She can't pass the ball for the life of her.,ball,19,23,stimuli/sentence_images/ball/sentence2.jpg,stimuli/noise_images/ball/noise2.jpg
62,Ball,3,She could dunk the ball like a pro.,ball,19,23,stimuli/sentence_images/ball/sentence3.jpg,stimuli/noise_images/ball/noise3.jpg
62,Ball,4,Getting a puck can be easier than a ball.,ball,36,40,stimuli/sentence_images/ball/sentence4.jpg,stimuli/noise_images/ball/noise4.jpg
62,Ball,5,The ball bounced off the backboard.,ball,4,8,stimuli/sentence_images/ball/sentence5.jpg,stimuli/noise_images/ball/noise5.jpg
62,Ball,6,He gave the ball a quick jab.,ball,12,16,stimuli/sentence_images/ball/sentence6.jpg,stimuli/noise_images/ball/noise6.jpg
63,Economy,1,The boom gave the economy a big boost.,economy,18,25,stimuli/sentence_images/economy/sentence1.jpg,stimuli/noise_images/economy/noise1.jpg
63,Economy,2,The economy spiked unexpectedly.,economy,4,11,stimuli/sentence_images/economy/sentence2.jpg,stimuli/noise_images/economy/noise2.jpg
63,Economy,3,The economy was in a slump.,economy,4,11,stimuli/sentence_images/economy/sentence3.jpg,stimuli/noise_images/economy/noise3.jpg
63,Economy,4,The economy didn't predict the carpool demand.,economy,4,11,stimuli/sentence_images/economy/sentence4.jpg,stimuli/noise_images/economy/noise4.jpg
63,Economy,5,Unemployment still affects the economy.,economy,31,38,stimuli/sentence_images/economy/sentence5.jpg,stimuli/noise_images/economy/noise5.jpg
63,Economy,6,The current economy is good for graduates.,economy,12,19,stimuli/sentence_images/economy/sentence6.jpg,stimuli/noise_images/economy/noise6.jpg
